,ID,Username,Date,Original,Tweet,Hashtags,RT,SA
0,1.2934726689061888e+18,c4lon_imamku,Wed Aug 12 09:01:30 +0000 2020,"Innalilahi wa Inna ilaihi Raji'un, Imam Besar Masjid Kauman Semarang KH Ahmad Naqib Noor Berpulang

Insya Allah hanya di taman surganya Allah lah tempat beliau, Amin Amin ya rabbal alamin

Al-fatihah...
https://t.co/7NN0e2OByH
https://t.co/7NN0e2OByH",innalilahi wa inna ilaihi raji uji nasional imam masjid kaum semarang kh ahmad naqib noor pulang insya allah taman surga allah beliau amin amin ya rabi alamin al fatihah,,4.0,Normal
0,1.2934726350667448e+18,PInSemar,Wed Aug 12 09:01:22 +0000 2020,"#pemkotsemarang 
Reposted from @semarangpemkot 
CCTV ANALYTICS DAN SEMARANG SATU DATA

Terimakasih kepada para Stakeholder yang sudah berkolaborasi dalam mengembangkan CCTV Analytics dan Semarang Satu Data dan telah resmi diluncurkan pada Selasa(11/8) lalu.

Kepala Diskominf… https://t.co/EwslDe7f9Q",reposted from cctv analytics semarang data terima kasih stakeholder kolaborasi kembang cctv analytics semarang data resmi luncur selasa kepala diskominf,pemkotsemarang; ,0.0,Normal
0,1.2934724481977426e+18,DwiKart59270656,Wed Aug 12 09:00:37 +0000 2020,"Open bo area semarang timur 350(2x) blm termasuk tempat,WA 085878053607
#AVAIL4BOOKING 
#bosemarang 
#CODNODP 
#availSemarang 
#wisatalendirsemarang 
#OpenBooking 
#RealAccount 
#availSemarang 
#bispaksemarang 
#bisyarsemarang https://t.co/ToiB9qM6h6",open bo area semarang timur masuk wa,AVAIL4BOOKING; bosemarang; CODNODP; availSemarang; wisatalendirsemarang; OpenBooking; RealAccount; availSemarang; bispaksemarang; bisyarsemarang; ,0.0,Normal
0,1.2934724456518124e+18,regitaamalia27,Wed Aug 12 09:00:37 +0000 2020,"@SimpleM81378523 yg mau cari kos bisa hubungi saya wkwkw.
lokasi Semarang, kecamatan candisari.
Dikontrakkan juga bisa. Kos bisa asal minimal 2 orang yah... rumah baru direnov juga ... yg penting aman dr gangguan makhluk jahat wkwkw",cari kos hubung wkwk lokasi semarang camat candisari kontrak kos minimal orang ya rumah direnov aman ganggu makhluk jahat wkwk,,0.0,"HS, Abusive"
0,1.2934723466075013e+18,JatengPos,Wed Aug 12 09:00:13 +0000 2020,MKKS Semarang Gandeng Telkomsel Untuk Pengadaan Internet Gratis Siswa https://t.co/PY4T2snNDy,mkks semarang gandeng telkomsel internet gratis siswa,,0.0,Normal
0,1.2934722356304118e+18,bicarasampahh,Wed Aug 12 08:59:47 +0000 2020,Pengen touring naik motor. Yg dom sekitaran cirebon semarang mau dong kenalan biar bisa ketemu wkwkw https://t.co/18LlZGW52r,touring motor dom cirebon semarang kenal biar ketemu wkwk,,0.0,Normal
0,1.293472182639575e+18,nxrdboy,Wed Aug 12 08:59:34 +0000 2020,@TokoJembut Bisa kirim ke semarang ngga ka,kirim semarang kakak,,0.0,Normal
0,1.2934721144611635e+18,dewi_kw99,Wed Aug 12 08:59:18 +0000 2020,@riostevadit Semarang hadir 🙋,semarang hadir,,0.0,Normal
0,1.2934720220019057e+18,syafarmdhn,Wed Aug 12 08:58:56 +0000 2020,"@SimpleM81378523 Kak, aku juga lg di Semarang. Ketemuan yok! Heuheu",kak semarang ketemu ayo heuheu,,0.0,Normal
0,1.293471934714245e+18,SPBUTuguSuharto,Wed Aug 12 08:58:35 +0000 2020,"--- TEAM YANG SOLID ITU IBARAT HARMONI MUSIK YANG INDAH 🎶🎵 --- 

#SPBUTuguSuharto #spbuhits #tugusuharto #semarang #mor4sik #Mypertamina #pertaminafuels #Pertamina135 #safetyfirst https://t.co/juGQtdZezD",tim solid harmoni musik indah,SPBUTuguSuharto; spbuhits; tugusuharto; semarang; mor4sik; Mypertamina; pertaminafuels; Pertamina135; safetyfirst; ,0.0,Normal
0,1.2934716740633928e+18,aryakoko_exe,Wed Aug 12 08:57:33 +0000 2020,semarang bawah panas sekali anzay,semarang panas anzay,,0.0,Normal
0,1.2934716514351677e+18,AdiSupangat8,Wed Aug 12 08:57:27 +0000 2020,"@noviamift_ @undipmenfess Aku sendernya dom Bawen, kab semarang",kirim dom bawen kabupaten semarang,,0.0,Normal
0,1.2934715561447383e+18,rifpinfin,Wed Aug 12 08:57:05 +0000 2020,"@kikinimrodel @riekead @fatmaladevv Di semarang ni akoo, kuy la",semarang nih akoo ayo,,0.0,Normal
0,1.2934714279249142e+18,nonoptaa,Wed Aug 12 08:56:34 +0000 2020,"lagi pada heboh ngemall,naik pesawat sendiri,makan sendiri. udah pernah gw lalui kok DJB-semarang, Jogja-DJB dgn deraian air mata,Jogja-semarang naik bus, betapa strugglenya gw anak kicik baru tamat SMA. 
Alhamdulillah jadi pengingat kalau lg sedih krn sudah sampai dititik ini🤗",heboh ngemall pesawat makan gue djb semarang yoyakarta djb derai air mata yoyakarta semarang bus betapa strugglenya gue anak kicik tamat alhamdulillah sedih titik,,0.0,Normal
0,1.2934714070540206e+18,Dandidwirp,Wed Aug 12 08:56:29 +0000 2020,@permantapan Nanti kalo aku keterima di Semarang yah,terima semarang ya,,0.0,Normal
0,1.2934713177740534e+18,AdiSupangat8,Wed Aug 12 08:56:08 +0000 2020,"@bukantoxic @undipmenfess Oii aku sendernya dom kab.semarang, di bawen",oi kirim dom kabupaten semarang bawen,,0.0,Abusive
0,1.2934712908424806e+18,inialvis,Wed Aug 12 08:56:01 +0000 2020,SOLD ke semarang #fnfjb,sold semarang,fnfjb; ,0.0,Normal
0,1.2934712606015078e+18,Cee_Sashaa46,Wed Aug 12 08:55:54 +0000 2020,"RT @Cee_Sashaa46: Hy #semarang sha ready yaa...St/Lt RR lsg aj Dm/Wa😘
#panloksemarang 
#RealAngels #CODNODP 
#excluderoom #availsemarang 
#…",sha ready ya st lt rr langsung direct message wa,semarang; panloksemarang; RealAngels; CODNODP; excluderoom; availsemarang; ,1.0,Normal
0,1.2934711517593436e+18,lokethatimu,Wed Aug 12 08:55:28 +0000 2020,@silkyones AKU SEBAGAI ORANG SEMARANG MALU MELIHATNYA😤😤😤😤 DJIWA DJIWA STALKKU PANAS INGIN MENCARI,orang semarang malu lihat djiwa djiwa stalkku panas cari,,0.0,"HS, Abusive"
0,1.293471133451223e+18,RonyNurrohman__,Wed Aug 12 08:55:24 +0000 2020,RT @InfosuporterID: Ganjar Pranowo juga meminta pertandingan agar disaksikan di televisi saja. Karena situasi pandemi COVID-19 dan Kota Sem…,ganjar pranowo peandingan saksi televisi situasi pandemi covid kota sem,,2.0,Normal
